#DataThief C:\Users\mwp89\Pictures\RPD_PMT_CathodeRadiantSens.PNG Thursday 12-Aug-2021 12:17:24 PM
298.07527133, 28.20182831
299.05580232, 28.5885571
300.03955881, 28.98058907
301.02728182, 29.7808544
302.01825639, 30.60321814
303.011758, 31.02287695
304.00926542, 31.87953769
305.00931653, 32.31669854
306.01265735, 32.75985413
307.02004366, 33.66447949
308.02999885, 34.12611706
309.04327634, 34.59408502
310.05988704, 35.06847018
311.07984192, 35.54936053
312.10315199, 36.03684529
313.12982828, 36.53101487
314.15988186, 37.03196095
315.19332385, 37.53977645
316.23169999, 39.10538797
317.27118748, 39.10538797
318.31486424, 39.64163616
319.36197421, 40.18523787
320.41175125, 40.18523787
321.46575902, 40.73629394
322.52245141, 40.73629394
323.58340243, 41.29490658
324.64784348, 41.86117942
325.71499573, 41.86117942
326.78644874, 42.43521751
327.86142635, 43.01712731
328.93994013, 43.60701678
330.02120097, 43.60701678
331.10681943, 44.20499536
332.19600907, 44.81117395
333.28797295, 44.81117395
334.38433759, 45.42566501
335.48349474, 45.42566501
336.58708164, 46.04858252
337.69347944, 46.04858252
338.80433618, 46.68004203
339.91802235, 46.68004203
341.03619681, 47.32016069
342.15721934, 47.32016069
343.28275973, 47.96905722
344.41116695, 47.96905722
345.54328337, 47.96905722
346.67996236, 48.62685201
347.81953655, 48.62685201
348.96285664, 48.62685201
350.11078446, 49.29366707
351.26163613, 49.29366707
352.41627077, 49.29366707
353.57555874, 49.9696261
354.73779949, 49.9696261
355.90386065, 49.9696261
357.07375479, 49.9696261
358.24749449, 49.9696261
359.42596451, 50.65485448
360.60743618, 50.65485448
361.79279147, 50.65485448
362.98204314, 50.65485448
364.17520402, 50.65485448
365.37228695, 50.65485448
366.57330481, 50.65485448
367.77827055, 50.65485448
368.98719714, 50.65485448
370.20009759, 50.65485448
371.416985, 50.65485448
372.63787243, 50.65485448
373.86277305, 50.65485448
375.09170006, 50.65485448
376.32466667, 50.65485448
377.56168618, 50.65485448
378.80277191, 50.65485448
380.04793722, 50.65485448
381.29719552, 50.65485448
382.55056026, 50.65485448
383.80804495, 50.65485448
385.06966313, 50.65485448
386.33542838, 50.65485448
387.60535433, 50.65485448
388.87945466, 50.65485448
390.15679644, 49.9696261
391.43928364, 49.9696261
392.72598652, 49.9696261
394.01691892, 49.9696261
395.31113558, 49.29366707
396.61056564, 49.29366707
397.91426708, 49.29366707
399.22128524, 48.62685201
400.53356839, 48.62685201
401.85016516, 48.62685201
403.17011146, 47.96905722
404.49537483, 47.96905722
405.82400978, 47.32016069
407.15799678, 47.32016069
408.49537758, 46.68004203
409.83814566, 46.68004203
411.18432987, 46.04858252
412.53493585, 45.42566501
413.8909824, 45.42566501
415.25047885, 44.81117395
416.61545167, 44.81117395
417.98389711, 44.20499536
419.35683745, 43.60701678
420.73530831, 43.60701678
422.11728613, 43.01712731
423.5038033, 42.43521751
424.89590568, 42.43521751
426.2915497, 41.86117942
427.69177796, 41.29490658
429.09764667, 41.29490658
430.50709203, 40.73629394
431.92116695, 40.18523787
433.34093813, 40.18523787
434.76432132, 39.64163616
436.19237985, 39.10538797
437.62512909, 38.57639381
439.06258445, 38.05455558
440.50583022, 38.05455558
441.95274773, 37.53977645
443.40441789, 37.03196095
444.86085632, 36.53101487
446.32316163, 36.53101487
447.78918717, 36.03684529
449.26002814, 35.54936053
450.73570033, 35.06847018
452.21621962, 34.59408502
453.7027028, 34.59408502
455.19296772, 34.12611706
456.68812767, 33.66447949
458.18819874, 33.20908667
459.69319705, 32.75985413
461.20313878, 32.31669854
462.71804019, 31.87953769
464.23791754, 31.4482905
465.7627872, 31.02287695
467.29266555, 30.60321814
468.82756905, 30.18923622
470.36751421, 29.7808544
471.91251759, 29.37799693
473.46259579, 28.98058907
475.0177655, 28.5885571
476.57804343, 28.20182831
478.14344636, 27.82033095
479.71282714, 27.07274842
481.28852682, 26.70652457
482.86823051, 25.98887203
484.45429465, 25.6373102
486.04556849, 25.29050411
487.64206914, 24.94838939
489.24262667, 24.27798112
490.84962861, 23.9495632
492.46190904, 23.62558792
494.07948527, 23.30599519
495.70117194, 22.67972101
497.32938809, 22.3729234
498.9629524, 22.07027596
500.60066777, 21.47720779
502.24497716, 21.18667705
503.89468756, 20.90007643
505.54859007, 20.33845364
507.20915177, 20.06332728
508.87393313, 19.52418944
510.5441787, 18.99953922
512.22114927, 18.74252488
513.90238121, 18.2388794
515.59038237, 17.99215481
517.28267293, 17.50867312
518.98051799, 17.03818346
520.68519918, 16.80770117
522.39421214, 16.35604789
524.10883449, 15.91653134
525.82908464, 15.48882541
527.55498107, 15.0726127
529.28782656, 14.86871945
531.02507539, 14.46917012
532.7680263, 14.08035739
534.51540102, 13.51664045
536.26980801, 13.15342392
538.02997337, 12.79996766
539.79591602, 12.45600942
541.56765491, 12.12129395
543.34520907, 11.79557288
545.12727489, 11.3233289
546.91651257, 11.0190506
548.71029156, 10.57789522
550.51128956, 10.29364807
552.31819885, 10.01703916
554.12969433, 9.616
555.94713114, 9.23101673
557.77052879, 8.86144653
559.60126465, 8.62332346
561.43664714, 8.27808268
563.27804933, 7.94666386
565.12549095, 7.62851362
566.97899182, 7.32310075
568.83719158, 6.93481884
570.7028661, 6.65717852
572.57465967, 6.39065373
574.45259236, 6.13479945
576.33528586, 5.80952307
578.22414966, 5.50149334
580.12061157, 5.28123721
582.02046905, 4.93356453
583.92938214, 4.73604583
585.8431346, 4.48493349
587.76315913, 4.24713551
589.68804546, 3.96753948
591.62067118, 3.75717451
